D. Economía
Renta
3.1. Indicadores de renta disponible
3.1.1. Indicadores de Renta media según Distrito y Barrio
;;;Renta neta media por persona;Renta neta media por hogar;Renta bruta media por persona;Renta bruta media por hogar
2023;01. Centro;016. Sol;21.020;44.128;27.028;44.128
2023;02. Arganzuela;02. Arganzuela;22.728;52.857;29.208;67.926
2023;02. Arganzuela;021. Imperial;23.591;54.669;30.343;54.669
2023;02. Arganzuela;022. Acacias;24.444;56.322;31.427;56.322
2023;02. Arganzuela;023. Chopera;18.830;43.195;23.443;43.195
2023;02. Arganzuela;024. Legazpi;25.356;63.915;33.661;63.915
2023;02. Arganzuela;025. Delicias;22.273;53.067;28.707;53.067
2023;02. Arganzuela;026. Palos de la Frontera;21.157;45.803;26.773;45.803
2023;02. Arganzuela;027. Atocha;21.254;55.671;27.693;55.671
2023;03. Retiro;03. Retiro;26.905;64.787;35.664;85.876
2023;03. Retiro;031. Pacífico;23.449;52.842;30.058;52.842
2023;03. Retiro;032. Adelfas;24.543;58.194;31.786;58.194
2023;03. Retiro;033. Estrella;27.595;71.559;36.156;71.559
2023;03. Retiro;034. Ibiza;26.761;62.317;35.656;62.317
2023;03. Retiro;035. Los Jerónimos;31.815;84.768;44.407;84.768
2023;03. Retiro;036. Niño Jesús;31.955;84.112;44.241;84.112
2023;04. Salamanca;04. Salamanca;29.687;69.147;41.468;96.589
2023;04. Salamanca;041. Recoletos;36.397;95.138;53.234;95.138
2023;04. Salamanca;042. Goya;28.823;66.270;39.283;66.270
2023;04. Salamanca;043. Fuente del Berro;23.926;54.409;31.113;54.409
2023;04. Salamanca;044. Guindalera;25.573;59.568;33.599;59.568
2023;04. Salamanca;045. Lista;28.960;66.700;39.451;66.700
2023;04. Salamanca;046. Castellana;34.843;88.867;50.490;88.867
2023;05. Chamartín;05. Chamartín;32.019;79.274;45.527;112.717
2023;05. Chamartín;051. El Viso;35.797;96.456;51.880;96.456
2023;05. Chamartín;052. Prosperidad;24.830;55.947;32.262;55.947
2023;05. Chamartín;053. Ciudad Jardín;24.765;56.896;32.716;56.896
2023;05. Chamartín;054. Hispanoamérica;31.917;80.976;44.735;80.976
2023;05. Chamartín;055. Nueva España;34.371;92.935;49.534;92.935
2023;05. Chamartín;056. Castilla;28.189;70.736;38.184;70.736
2023;06. Tetuán;06. Tetuán;19.192;45.762;24.383;58.140
2023;06. Tetuán;061. Bellas Vistas;16.653;41.152;20.616;41.152
2023;06. Tetuán;062. Cuatro Caminos;24.540;56.443;32.307;56.443
2023;06. Tetuán;063. Castillejos;26.447;58.273;35.359;58.273
2023;06. Tetuán;064. Almenara;16.415;39.983;20.210;39.983
2023;06. Tetuán;065. Valdeacederas;15.348;37.436;18.739;37.436
2023;06. Tetuán;066. Berruguete;15.679;38.427;19.159;38.427
2023;07. Chamberí;07. Chamberí;29.126;65.174;40.066;89.655
2023;07. Chamberí;071. Gaztambide;26.058;57.141;34.357;57.141
2023;07. Chamberí;072. Arapiles;25.893;56.121;34.146;56.121
2023;07. Chamberí;073. Trafalgar;26.431;56.014;35.415;56.014
2023;07. Chamberí;074. Almagro;33.425;86.678;47.887;86.678
2023;07. Chamberí;075. Ríos Rosas;29.358;66.143;40.650;66.143
2023;07. Chamberí;076. Vallehermoso;30.728;73.576;42.118;73.576
2023;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;23.338;62.385;30.725;82.130
2023;08. Fuencarral-El Pardo;081. El Pardo;18.296;43.098;22.444;43.098
2023;08. Fuencarral-El Pardo;082. Fuentelarreina;36.195;104.774;53.122;104.774
2023;08. Fuencarral-El Pardo;083. Peñagrande;22.816;58.355;29.652;58.355
2023;08. Fuencarral-El Pardo;084. Pilar;17.793;41.799;21.760;41.799
2023;08. Fuencarral-El Pardo;085. La Paz;26.477;68.059;34.308;68.059
2023;08. Fuencarral-El Pardo;086. Valverde;20.138;56.095;26.226;56.095
2023;08. Fuencarral-El Pardo;087. Mirasierra;29.407;86.457;40.713;86.457
2023;08. Fuencarral-El Pardo;088. El Goloso;27.155;82.549;37.111;82.549
2023;09. Moncloa-Aravaca;09. Moncloa-Aravaca;27.768;71.711;38.858;100.350
2023;09. Moncloa-Aravaca;091. Casa de Campo;23.494;52.900;30.324;52.900
2023;09. Moncloa-Aravaca;092. Argüelles;28.664;65.987;39.130;65.987
2023;09. Moncloa-Aravaca;093. Ciudad Universitaria;30.310;76.855;41.651;76.855
2023;09. Moncloa-Aravaca;094. Valdezarza;18.383;44.802;22.808;44.802
2023;09. Moncloa-Aravaca;095. Valdemarín;36.918;104.762;54.166;104.762
2023;09. Moncloa-Aravaca;096. El Plantío;25.350;76.325;53.991;76.325
2023;09. Moncloa-Aravaca;097. Aravaca;30.206;83.047;42.277;83.047
2023;10. Latina;10. Latina;15.089;38.078;18.149;45.801
2023;10. Latina;101. Los Cármenes;14.416;38.240;17.421;38.240
2023;10. Latina;102. Puerta del Ángel;15.310;37.197;18.614;37.197
2023;10. Latina;103. Lucero;14.814;38.305;17.836;38.305
2023;10. Latina;104. Aluche;15.162;38.111;18.103;38.111
2023;10. Latina;105. Campamento;14.656;39.377;17.651;39.377
2023;10. Latina;106. Cuatro Vientos;17.516;45.071;21.911;45.071
2023;10. Latina;107. Águilas;15.144;37.212;18.081;37.212
2023;11. Carabanchel;11. Carabanchel;13.449;36.350;16.080;43.459
2023;11. Carabanchel;111. Comillas;15.403;36.535;18.591;36.535
2023;11. Carabanchel;112. Opañel;14.134;36.456;16.945;36.456
2023;11. Carabanchel;113. San Isidro;13.288;34.893;15.834;34.893
2023;11. Carabanchel;114. Vista Alegre;12.736;34.851;14.995;34.851
2023;11. Carabanchel;115. Puerta Bonita;11.651;33.635;13.683;33.635
2023;11. Carabanchel;116. Buenavista;14.879;40.809;18.178;40.809
2023;11. Carabanchel;117. Abrantes;12.515;36.178;14.894;36.178
2023;12. Usera;12. Usera;12.116;34.651;14.285;40.856
2023;12. Usera;121. Orcasitas;13.337;36.585;15.801;36.585
2023;12. Usera;122. Orcasur;11.656;34.638;13.684;34.638
2023;12. Usera;123. San Fermín;12.044;34.500;14.192;34.500
2023;12. Usera;124. Almendrales;12.826;36.701;15.360;36.701
2023;12. Usera;125. Moscardó;12.693;34.536;15.061;34.536
2023;12. Usera;126. Zofío;11.493;33.565;13.387;33.565
2023;12. Usera;127. Pradolongo;9.910;30.335;11.365;30.335
2023;13. Puente de Vallecas;13. Puente de Vallecas;12.056;32.666;14.072;38.129
2023;13. Puente de Vallecas;131. Entrevías;10.790;30.388;12.342;30.388
2023;13. Puente de Vallecas;132. San Diego;10.252;28.881;11.817;28.881
2023;13. Puente de Vallecas;133. Palomeras Bajas;13.967;37.176;16.636;37.176
2023;13. Puente de Vallecas;134. Palomeras Sureste;13.353;35.288;15.740;35.288
2023;13. Puente de Vallecas;135. Portazgo;11.817;31.366;13.610;31.366
2023;13. Puente de Vallecas;136. Numancia;12.136;32.287;14.190;32.287
2023;14. Moratalaz;14. Moratalaz;17.272;42.823;21.134;52.396
2023;14. Moratalaz;141. Pavones;16.403;42.075;19.889;42.075
2023;14. Moratalaz;142. Horcajo;19.542;56.430;24.990;56.430
2023;14. Moratalaz;143. Marroquina;20.036;48.415;24.968;48.415
2023;14. Moratalaz;144. Media Legua;17.680;43.338;21.643;43.338
2023;14. Moratalaz;145. Fontarrón;13.983;35.719;16.558;35.719
2023;14. Moratalaz;146. Vinateros;15.632;37.009;18.681;37.009
2023;15. Ciudad Lineal;15. Ciudad Lineal;18.790;46.937;23.772;59.382
2023;15. Ciudad Lineal;151. Ventas;15.254;37.510;18.368;37.510
2023;15. Ciudad Lineal;152. Pueblo Nuevo;14.782;38.607;17.773;38.607
2023;15. Ciudad Lineal;153. Quintana;16.290;39.597;19.918;39.597
2023;15. Ciudad Lineal;154. La Concepción;19.248;44.507;24.398;44.507
2023;15. Ciudad Lineal;155. San Pascual;22.329;52.645;28.602;52.645
2023;15. Ciudad Lineal;156. San Juan Bautista;28.260;71.341;38.730;71.341
2023;15. Ciudad Lineal;157. Colina;27.706;67.412;37.465;67.412
2023;15. Ciudad Lineal;158. Atalaya;33.140;86.333;45.788;86.333
2023;15. Ciudad Lineal;159. Costillares;29.377;79.297;40.078;79.297
2023;16. Hortaleza;16. Hortaleza;23.074;61.472;30.912;82.355
2023;16. Hortaleza;161. Palomas;34.774;98.118;50.091;98.118
2023;16. Hortaleza;162. Piovera;34.949;98.575;50.720;98.575
2023;16. Hortaleza;163. Canillas;19.994;49.140;25.244;49.140
2023;16. Hortaleza;164. Pinar del Rey;16.824;41.018;21.187;41.018
2023;16. Hortaleza;165. Apóstol Santiago;18.213;47.663;22.978;47.663
2023;16. Hortaleza;166. Valdefuentes;25.293;71.662;34.310;71.662
2023;17. Villaverde;17. Villaverde;12.130;35.011;14.272;41.193
2023;17. Villaverde;"171. Villaverde Alto, Casco Histórico de Villaverde";11.511;33.273;13.396;33.273
2023;17. Villaverde;172. San Cristóbal;8.042;28.240;8.997;28.240
2023;17. Villaverde;173. Butarque;13.620;39.054;16.476;39.054
2023;17. Villaverde;174. Los Rosales;12.703;36.616;15.018;36.616
2023;17. Villaverde;175. Ángeles;13.515;35.733;15.988;35.733
2023;18. Villa de Vallecas;18. Villa de Vallecas;15.177;39.836;18.486;48.521
2023;18. Villa de Vallecas;181. Casco Histórico de Vallecas;11.951;32.330;13.910;32.330
2023;18. Villa de Vallecas;182. Santa Eugenia;17.041;44.771;20.779;44.771
2023;18. Villa de Vallecas;183. Ensanche de Vallecas;16.757;42.838;20.869;42.838
2023;19. Vicálvaro;19. Vicálvaro;15.871;42.870;19.569;52.859
2023;19. Vicálvaro;191. Casco Histórico de Vicálvaro;12.291;32.707;14.358;32.707
2023;19. Vicálvaro;192. Valdebernardo;17.593;49.196;21.864;49.196
2023;19. Vicálvaro;193. Valderrivas;18.168;50.969;23.049;50.969
2023;19. Vicálvaro;194. El Cañaveral;19.187;49.613;24.467;49.613
2023;20. San Blas-Canillejas;20. San Blas-Canillejas;16.769;44.468;20.872;55.346
2023;20. San Blas-Canillejas;201. Simancas;15.675;40.528;19.405;40.528
2023;20. San Blas-Canillejas;202. Hellín;11.986;31.930;13.880;31.930
2023;20. San Blas-Canillejas;203. Amposta;10.787;29.558;12.328;29.558
2023;20. San Blas-Canillejas;204. Arcos;14.493;39.733;17.594;39.733
2023;20. San Blas-Canillejas;205. Rosas;19.981;54.543;25.396;54.543
2023;20. San Blas-Canillejas;206. Rejas;19.155;48.981;24.543;48.981
2023;20. San Blas-Canillejas;207. Canillejas;15.070;39.548;18.232;39.548
2023;20. San Blas-Canillejas;208. El Salvador;26.077;66.674;34.449;66.674
2023;21. Barajas;21. Barajas;22.220;58.405;28.966;76.137
2023;21. Barajas;211. Alameda de Osuna;24.417;64.316;32.013;64.316
2023;21. Barajas;212. Aeropuerto;12.420;33.236;14.642;33.236
2023;21. Barajas;213. Casco Histórico de Barajas;15.952;37.694;19.276;37.694
2023;21. Barajas;214. Timón;19.498;51.725;24.837;51.725
2023;21. Barajas;215. Corralejos;29.312;81.929;40.627;81.929
;
;
"Fuente: Atlas de distribución de la renta de los hogares. Instituto Nacional de Estadística (INE).
"
