anio,distrito_num,distrito_nombre,barrio_num,barrio_nombre,codigo_barrio,barrio_oficial,seccion_num,codigo_seccion
2017,5,Chamartin,2,Prosperidad,052,52,102,05102
2017,5,Chamartin,3,Ciudad Jardín,053,53,38,05038
2017,5,Chamartin,3,Ciudad Jardín,053,53,39,05039
2017,5,Chamartin,3,Ciudad Jardín,053,53,40,05040
2017,5,Chamartin,3,Ciudad Jardín,053,53,41,05041
2017,5,Chamartin,3,Ciudad Jardín,053,53,42,05042
2017,5,Chamartin,3,Ciudad Jardín,053,53,43,05043
2017,5,Chamartin,3,Ciudad Jardín,053,53,44,05044
2017,5,Chamartin,3,Ciudad Jardín,053,53,45,05045
2017,5,Chamartin,3,Ciudad Jardín,053,53,46,05046
2017,5,Chamartin,3,Ciudad Jardín,053,53,47,05047
2017,5,Chamartin,3,Ciudad Jardín,053,53,48,05048
2017,5,Chamartin,3,Ciudad Jardín,053,53,49,05049
2017,5,Chamartin,3,Ciudad Jardín,053,53,96,05096
2017,5,Chamartin,4,Hispanoamérica,054,54,51,05051
2017,5,Chamartin,4,Hispanoamérica,054,54,52,05052
2017,5,Chamartin,4,Hispanoamérica,054,54,53,05053
