anio,distrito_num,distrito_nombre,barrio_num,barrio_nombre,codigo_barrio,transacciones_vivienda_barrio,tasa_transacciones_vivienda
2023,3,Retiro,6,Niño Jesús,036,124,0.008554674025526043
2023,4,Salamanca,1,Recoletos,041,243,0.01566832161970469
2023,4,Salamanca,2,Goya,042,478,0.01613665518871109
2023,4,Salamanca,3,Fuente del Berro,043,255,0.012142278939098139
2023,4,Salamanca,4,Guindalera,044,555,0.013168197024699266
2023,4,Salamanca,5,Lista,045,247,0.011735081717977955
2023,4,Salamanca,6,Castellana,046,189,0.011119609342825205
2023,5,Chamartin,1,El Viso,051,184,0.010616813801857942
2023,5,Chamartin,2,Prosperidad,052,383,0.010591814159292036
2023,5,Chamartin,3,Ciudad Jardín,053,267,0.014375706670973995
2023,5,Chamartin,4,Hispanoamérica,054,311,0.00985018845215849
2023,5,Chamartin,5,Nueva España,055,186,0.007579153253738641
2023,5,Chamartin,6,Castilla,056,149,0.008707848752264625
2023,6,Tetuan,1,Bellas Vistas,061,230,0.007789480814170082
2023,6,Tetuan,2,Cuatro Caminos,062,416,0.01192592167880282
2023,6,Tetuan,3,Castillejos,063,289,0.013986352417364371
2023,6,Tetuan,4,Almenara,064,303,0.01306935817805383
2023,6,Tetuan,5,Valdeacederas,065,693,0.025963808025177025
2023,6,Tetuan,6,Berruguete,066,269,0.010427164896503605
2023,7,Chamberi,1,Gaztambide,071,260,0.011279826464208243
2023,7,Chamberi,2,Arapiles,072,312,0.012850082372322899
2023,7,Chamberi,3,Trafalgar,073,376,0.01520359063523513
2023,7,Chamberi,4,Almagro,074,310,0.015909674108288425
2023,7,Chamberi,5,Ríos Rosas,075,380,0.013930640076251924
2023,7,Chamberi,6,Vallehermoso,076,208,0.010423452768729642
2023,8,Fuencarral-El Pardo,1,El Pardo,081,24,0.006972690296339338
2023,8,Fuencarral-El Pardo,2,Fuentelarreina,082,30,0.008787346221441126
2023,8,Fuencarral-El Pardo,3,Peñagrande,083,336,0.007558544980091332
2023,8,Fuencarral-El Pardo,4,Pilar,084,396,0.008795699880058638
2023,8,Fuencarral-El Pardo,5,La Paz,085,156,0.004828525442614832
2023,8,Fuencarral-El Pardo,6,Valverde,086,561,0.00863395715341049
2023,8,Fuencarral-El Pardo,7,Mirasierra,087,353,0.009873297345677285
2023,8,Fuencarral-El Pardo,8,El Goloso,088,177,0.009286463798530955
2023,9,Moncloa-Aravaca,1,Casa de Campo,091,95,0.007417239225484072
2023,9,Moncloa-Aravaca,2,Argüelles,092,333,0.013528885999837491
2023,9,Moncloa-Aravaca,3,Ciudad Universitaria,093,109,0.006640268047517515
2023,9,Moncloa-Aravaca,4,Valdezarza,094,241,0.007879164350868016
2023,9,Moncloa-Aravaca,5,Valdemarín,095,61,0.0084851857003755745
2023,9,Moncloa-Aravaca,6,El Plantío,096,35,0.01144538914323087
2023,9,Moncloa-Aravaca,7,Aravaca,097,200,0.007254525009974972
2023,10,Latina,1,Los Cármenes,101,142,0.008275058275058275
2023,10,Latina,2,Puerta del Angel,102,532,0.012243676785344411
2023,10,Latina,3,Lucero,103,396,0.010726474890297415
2023,10,Latina,4,Aluche,104,519,0.00776562476620831
2023,10,Latina,5,Campamento,105,147,0.007413010590015128
2023,10,Latina,6,Cuatro Vientos,106,30,0.004900359359686377
2023,10,Latina,7,Águilas,107,379,0.007356937650438699
2023,11,Carabanchel,1,Comillas,111,294,0.01289021396001403
2023,11,Carabanchel,2,Opañel,112,351,0.010305948675788362
2023,11,Carabanchel,3,San Isidro,113,427,0.010533066923209749
2023,11,Carabanchel,4,Vista Alegre,114,505,0.010524560781943606
2023,11,Carabanchel,5,Puerta Bonita,115,400,0.010830715910321672
2023,11,Carabanchel,6,Buenavista,116,519,0.010530373736963843
2023,11,Carabanchel,7,Abrantes,117,317,0.009967613118259284
2023,12,Usera,1,Orcasitas,121,122,0.005264974969791127
2023,12,Usera,2,Orcasur,122,12,8.306222745206618e-4
2023,12,Usera,3,San Fermín,123,187,0.007893959221579636
2023,12,Usera,4,Almendrales,124,135,0.005879790940766551
2023,12,Usera,5,Moscardó,125,176,0.006590772917914919
2023,12,Usera,6,Zofío,126,133,0.009209250796288603
2023,12,Usera,7,Pradolongo,127,7,3.901242824499805e-4
2023,13,Puente de Vallecas,1,Entrevías,131,403,0.011333595815287699
2023,13,Puente de Vallecas,2,San Diego,132,699,0.015434211397911193
2023,13,Puente de Vallecas,3,Palomeras Bajas,133,315,0.0077504121250891915
2023,13,Puente de Vallecas,4,Palomeras Sureste,134,424,0.009791469413204627
2023,13,Puente de Vallecas,5,Portazgo,135,308,0.010683315990287894
2023,13,Puente de Vallecas,6,Numancia,136,0,0
2023,14,Moratalaz,1,Pavones,141,58,0.006967803940413263
2023,14,Moratalaz,2,Horcajo,142,20,0.0031456432840515887
2023,14,Moratalaz,3,Marroquina,143,183,0.006981268836073704
2023,14,Moratalaz,4,Media Legua,144,122,0.0070110913165910005
2023,14,Moratalaz,5,Fontarrón,145,158,0.009097190234914785
2023,14,Moratalaz,6,Vinateros,146,160,0.00944733112895607
2023,15,Ciudad Lineal,1,Ventas,151,599,0.011882091565500278
2023,15,Ciudad Lineal,2,Pueblo Nuevo,152,774,0.012264494763029045
2023,15,Ciudad Lineal,3,Quintana,153,346,0.013524606183793926
2023,15,Ciudad Lineal,4,La Concepción,154,254,0.0120854546319646
2023,15,Ciudad Lineal,5,San Pascual,155,171,0.009298026208471534
2023,15,Ciudad Lineal,6,San Juan Bautista,156,131,0.010495953849851775
2023,15,Ciudad Lineal,7,Colina,157,105,0.01592115238817286
2023,15,Ciudad Lineal,8,Atalaya,158,0,0
2023,15,Ciudad Lineal,9,Costillares,159,954,0.043391248976621485
2023,16,Hortaleza,1,Palomas,161,50,0.007202535292422933
2023,16,Hortaleza,2,Piovera,162,186,0.012326043737574552
2023,16,Hortaleza,3,Canillas,163,321,0.008041485044340898
2023,16,Hortaleza,4,Pinar del Rey,164,448,0.008574162679425837
2023,16,Hortaleza,5,Apóstol Santiago,165,138,0.008903800245177108
2023,16,Hortaleza,6,Valdefuentes,166,674,0.009741573683297682
2023,17,Villaverde,1,"Villaverde Alto, Casco Histórico de Villaverde",171,11,2.2872827081427266e-4
2023,17,Villaverde,2,San Cristóbal,172,316,0.018195428110784822
2023,17,Villaverde,3,Butarque,173,165,0.007723995880535531
2023,17,Villaverde,4,Los Rosales,174,336,0.008855621738442886
2023,17,Villaverde,5,Ángeles,175,9,2.5787965616045846e-4
2023,18,Villa de Vallecas,1,Casco Histórico de Vallecas,181,419,0.010319180376317605
2023,18,Villa de Vallecas,2,Santa Eugenia,182,139,0.0058027886783000755
2023,18,Villa de Vallecas,3,Ensanche de Vallecas,183,730,0.013696317004071371
2023,19,Vicalvaro,1,Casco Histórico de Vicálvaro,191,440,0.01143302585422892
2023,19,Vicalvaro,2,Valdebernardo,192,37,0.002108983128134975
2023,19,Vicalvaro,3,Valderrivas,193,85,0.004773135669362084
2023,19,Vicalvaro,4,El Cañaveral,194,1085,0.1085
2023,20,San Blas-Canillejas,1,Simancas,201,358,0.012747471870103973
2023,20,San Blas-Canillejas,2,Hellín,202,175,0.018219677251431546
2023,20,San Blas-Canillejas,3,Amposta,203,146,0.015911072362685266
2023,20,San Blas-Canillejas,4,Arcos,204,237,0.009322267238327499
2023,20,San Blas-Canillejas,5,Rosas,205,124,0.004021273835776365
2023,20,San Blas-Canillejas,6,Rejas,206,694,0.03975027206598316
2023,20,San Blas-Canillejas,7,Canillejas,207,320,0.010963409620391941
2023,20,San Blas-Canillejas,8,El Salvador,208,76,0.006759160441124155
2023,21,Barajas,1,Alameda de Osuna,211,141,0.007139602005164818
2023,21,Barajas,2,Aeropuerto,212,13,0.006809848088004191
2023,21,Barajas,3,Casco Histórico de Barajas,213,94,0.012683848333558224
2023,21,Barajas,4,Timón,214,104,0.008604285596094979
2023,21,Barajas,5,Corralejos,215,60,0.007848266841072597
