anio,distrito_num,distrito_nombre,barrio_num,barrio_nombre,codigo_barrio,precio_vivienda_declarado_barrio
2017,1,Centro,1,Palacio,011,4178.57
2017,1,Centro,2,Embajadores,012,3538.13
2017,1,Centro,3,Cortes,013,4201.77
2017,1,Centro,4,Justicia,014,5245.82
2017,1,Centro,5,Universidad,015,4191.85
2017,1,Centro,6,Sol,016,4184.44
2017,2,Arganzuela,1,Imperial,021,2879.02
2017,2,Arganzuela,2,Acacias,022,3373.74
2017,2,Arganzuela,3,Chopera,023,2872.11
2017,2,Arganzuela,4,Legazpi,024,3629.01
2017,2,Arganzuela,5,Delicias,025,3225.75
2017,2,Arganzuela,6,Palos de la Frontera,026,2869.62
2017,2,Arganzuela,7,Atocha,027,NA
2017,3,Retiro,1,Pacífico,031,3257.04
2017,3,Retiro,2,Adelfas,032,3176.69
2017,3,Retiro,3,Estrella,033,3243.35
2017,3,Retiro,4,Ibiza,034,4400.61
2017,3,Retiro,5,Los Jerónimos,035,5147.76
2017,3,Retiro,6,Niño Jesús,036,4320.89
2017,4,Salamanca,1,Recoletos,041,7017.47
2017,4,Salamanca,2,Goya,042,4936.58
2017,4,Salamanca,3,Fuente del Berro,043,3878.9
2017,4,Salamanca,4,Guindalera,044,3485.92
2017,4,Salamanca,5,Lista,045,4984.37
2017,4,Salamanca,6,Castellana,046,5807.48
2017,5,Chamartin,1,El Viso,051,5392.22
2017,5,Chamartin,2,Prosperidad,052,3361.84
2017,5,Chamartin,3,Ciudad Jardín,053,3654.68
2017,5,Chamartin,4,Hispanoamérica,054,4290.1
2017,5,Chamartin,5,Nueva España,055,5052.32
2017,5,Chamartin,6,Castilla,056,3390.08
2017,6,Tetuan,1,Bellas Vistas,061,2594.3
2017,6,Tetuan,2,Cuatro Caminos,062,3326.22
2017,6,Tetuan,3,Castillejos,063,3621.63
2017,6,Tetuan,4,Almenara,064,2556.33
2017,6,Tetuan,5,Valdeacederas,065,2321.17
2017,6,Tetuan,6,Berruguete,066,2479.19
2017,7,Chamberi,1,Gaztambide,071,4121.88
2017,7,Chamberi,2,Arapiles,072,4191.23
2017,7,Chamberi,3,Trafalgar,073,4649.63
2017,7,Chamberi,4,Almagro,074,5255.21
2017,7,Chamberi,5,Ríos Rosas,075,4300.47
2017,7,Chamberi,6,Vallehermoso,076,3915.56
2017,8,Fuencarral-El Pardo,1,El Pardo,081,2076.97
2017,8,Fuencarral-El Pardo,2,Fuentelarreina,082,3010.15
2017,8,Fuencarral-El Pardo,3,Peñagrande,083,2836.61
2017,8,Fuencarral-El Pardo,4,Pilar,084,2663.66
2017,8,Fuencarral-El Pardo,5,La Paz,085,2922.4
2017,8,Fuencarral-El Pardo,6,Valverde,086,3350.75
2017,8,Fuencarral-El Pardo,7,Mirasierra,087,3107.57
2017,8,Fuencarral-El Pardo,8,El Goloso,088,3856.25
2017,9,Moncloa-Aravaca,1,Casa de Campo,091,2826.96
2017,9,Moncloa-Aravaca,2,Argüelles,092,3994
2017,9,Moncloa-Aravaca,3,Ciudad Universitaria,093,3407.75
2017,9,Moncloa-Aravaca,4,Valdezarza,094,2454.55
2017,9,Moncloa-Aravaca,5,Valdemarín,095,3906.57
2017,9,Moncloa-Aravaca,6,El Plantío,096,3144.23
2017,9,Moncloa-Aravaca,7,Aravaca,097,3597.78
2017,10,Latina,1,Los Cármenes,101,1767.85
2017,10,Latina,2,Puerta del Angel,102,1932.71
2017,10,Latina,3,Lucero,103,1707.95
2017,10,Latina,4,Aluche,104,1702.67
2017,10,Latina,5,Campamento,105,1818.73
2017,10,Latina,6,Cuatro Vientos,106,2253.75
2017,10,Latina,7,Águilas,107,1771.51
2017,11,Carabanchel,1,Comillas,111,1905.85
2017,11,Carabanchel,2,Opañel,112,1714.06
2017,11,Carabanchel,3,San Isidro,113,1881.82
2017,11,Carabanchel,4,Vista Alegre,114,1709.3
2017,11,Carabanchel,5,Puerta Bonita,115,1509.58
2017,11,Carabanchel,6,Buenavista,116,1791.67
2017,11,Carabanchel,7,Abrantes,117,1640.68
2017,12,Usera,1,Orcasitas,121,1419.55
2017,12,Usera,2,Orcasur,122,1419.16
2017,12,Usera,3,San Fermín,123,1417.14
2017,12,Usera,4,Almendrales,124,1888.3
2017,12,Usera,5,Moscardó,125,1668.8
2017,12,Usera,6,Zofío,126,1503.62
2017,12,Usera,7,Pradolongo,127,1480.9
2017,13,Puente de Vallecas,1,Entrevías,131,1207.88
2017,13,Puente de Vallecas,2,San Diego,132,1468.96
2017,13,Puente de Vallecas,3,Palomeras Bajas,133,1512.37
2017,13,Puente de Vallecas,4,Palomeras Sureste,134,1310.56
2017,13,Puente de Vallecas,5,Portazgo,135,1339.35
2017,13,Puente de Vallecas,6,Numancia,136,1509.27
2017,14,Moratalaz,1,Pavones,141,1744.58
2017,14,Moratalaz,2,Horcajo,142,2871.67
2017,14,Moratalaz,3,Marroquina,143,2331.06
2017,14,Moratalaz,4,Media Legua,144,2055.62
2017,14,Moratalaz,5,Fontarrón,145,1831.42
2017,14,Moratalaz,6,Vinateros,146,1891.11
2017,15,Ciudad Lineal,1,Ventas,151,2040.86
2017,15,Ciudad Lineal,2,Pueblo Nuevo,152,1909.86
2017,15,Ciudad Lineal,3,Quintana,153,2362.88
2017,15,Ciudad Lineal,4,La Concepción,154,3050.2
2017,15,Ciudad Lineal,5,San Pascual,155,3351.96
2017,15,Ciudad Lineal,6,San Juan Bautista,156,3672.22
2017,15,Ciudad Lineal,7,Colina,157,3239.28
2017,15,Ciudad Lineal,8,Atalaya,158,3768.78
2017,15,Ciudad Lineal,9,Costillares,159,3363.67
2017,16,Hortaleza,1,Palomas,161,3411.13
2017,16,Hortaleza,2,Piovera,162,3842.37
2017,16,Hortaleza,3,Canillas,163,2663.67
2017,16,Hortaleza,4,Pinar del Rey,164,2329.34
2017,16,Hortaleza,5,Apóstol Santiago,165,2454.31
2017,16,Hortaleza,6,Valdefuentes,166,2874.51
2017,17,Villaverde,1,"Villaverde Alto, Casco Histórico de Villaverde",171,1295.69
2017,17,Villaverde,2,San Cristóbal,172,984.34
2017,17,Villaverde,3,Butarque,173,1464.26
2017,17,Villaverde,4,Los Rosales,174,1363.3
2017,17,Villaverde,5,Ángeles,175,1311
2017,18,Villa de Vallecas,1,Casco Histórico de Vallecas,181,1675.39
2017,18,Villa de Vallecas,2,Santa Eugenia,182,1669.44
2017,18,Villa de Vallecas,3,Ensanche de Vallecas,183,2230.9
2017,19,Vicalvaro,1,Casco Histórico de Vicálvaro,191,1565.07
2017,19,Vicalvaro,2,Valdebernardo,192,2032.44
2017,19,Vicalvaro,3,Valderrivas,193,2238.22
2017,19,Vicalvaro,4,El Cañaveral,194,NA
2017,20,San Blas-Canillejas,1,Simancas,201,1887.16
2017,20,San Blas-Canillejas,2,Hellín,202,1161.14
2017,20,San Blas-Canillejas,3,Amposta,203,1183.21
2017,20,San Blas-Canillejas,4,Arcos,204,1676.72
2017,20,San Blas-Canillejas,5,Rosas,205,2894.59
2017,20,San Blas-Canillejas,6,Rejas,206,2175.62
2017,20,San Blas-Canillejas,7,Canillejas,207,1805.21
2017,20,San Blas-Canillejas,8,El Salvador,208,2692.27
2017,21,Barajas,1,Alameda de Osuna,211,2626.62
2017,21,Barajas,2,Aeropuerto,212,NA
2017,21,Barajas,3,Casco Histórico de Barajas,213,2269.95
2017,21,Barajas,4,Timón,214,2775.45
2017,21,Barajas,5,Corralejos,215,2808.86
2018,1,Centro,1,Palacio,011,4255.3
2018,1,Centro,2,Embajadores,012,4182.95
2018,1,Centro,3,Cortes,013,5303.59
2018,1,Centro,4,Justicia,014,5882.35
2018,1,Centro,5,Universidad,015,5017.09
2018,1,Centro,6,Sol,016,5035.6
2018,2,Arganzuela,1,Imperial,021,3380.81
2018,2,Arganzuela,2,Acacias,022,3940.92
2018,2,Arganzuela,3,Chopera,023,3429.29
2018,2,Arganzuela,4,Legazpi,024,4166.91
2018,2,Arganzuela,5,Delicias,025,3645.75
2018,2,Arganzuela,6,Palos de la Frontera,026,3811.33
2018,2,Arganzuela,7,Atocha,027,NA
2018,3,Retiro,1,Pacífico,031,3938.3
2018,3,Retiro,2,Adelfas,032,3807.3
2018,3,Retiro,3,Estrella,033,3721.52
2018,3,Retiro,4,Ibiza,034,5001.62
2018,3,Retiro,5,Los Jerónimos,035,6004.08
2018,3,Retiro,6,Niño Jesús,036,4922.28
2018,4,Salamanca,1,Recoletos,041,7555.48
2018,4,Salamanca,2,Goya,042,5569.25
2018,4,Salamanca,3,Fuente del Berro,043,4724.5
2018,4,Salamanca,4,Guindalera,044,4075.49
2018,4,Salamanca,5,Lista,045,5511.5
2018,4,Salamanca,6,Castellana,046,6908.64
2018,5,Chamartin,1,El Viso,051,5506.71
2018,5,Chamartin,2,Prosperidad,052,4054.69
2018,5,Chamartin,3,Ciudad Jardín,053,4215.44
2018,5,Chamartin,4,Hispanoamérica,054,5035.74
2018,5,Chamartin,5,Nueva España,055,5719.41
2018,5,Chamartin,6,Castilla,056,4500.53
2018,6,Tetuan,1,Bellas Vistas,061,3097.95
2018,6,Tetuan,2,Cuatro Caminos,062,4067.98
2018,6,Tetuan,3,Castillejos,063,4048.17
2018,6,Tetuan,4,Almenara,064,3066.02
2018,6,Tetuan,5,Valdeacederas,065,2658.04
2018,6,Tetuan,6,Berruguete,066,2817.63
2018,7,Chamberi,1,Gaztambide,071,4831.87
2018,7,Chamberi,2,Arapiles,072,5091.47
2018,7,Chamberi,3,Trafalgar,073,5201.14
2018,7,Chamberi,4,Almagro,074,6257.77
2018,7,Chamberi,5,Ríos Rosas,075,5277.92
2018,7,Chamberi,6,Vallehermoso,076,4564.21
2018,8,Fuencarral-El Pardo,1,El Pardo,081,2430.23
2018,8,Fuencarral-El Pardo,2,Fuentelarreina,082,3580.61
2018,8,Fuencarral-El Pardo,3,Peñagrande,083,3296.22
2018,8,Fuencarral-El Pardo,4,Pilar,084,3162.58
2018,8,Fuencarral-El Pardo,5,La Paz,085,3371.77
2018,8,Fuencarral-El Pardo,6,Valverde,086,2802.72
2018,8,Fuencarral-El Pardo,7,Mirasierra,087,3897.4
2018,8,Fuencarral-El Pardo,8,El Goloso,088,4000.59
2018,9,Moncloa-Aravaca,1,Casa de Campo,091,3179.25
2018,9,Moncloa-Aravaca,2,Argüelles,092,4496.86
2018,9,Moncloa-Aravaca,3,Ciudad Universitaria,093,4134.58
2018,9,Moncloa-Aravaca,4,Valdezarza,094,2872.01
2018,9,Moncloa-Aravaca,5,Valdemarín,095,4022.4
2018,9,Moncloa-Aravaca,6,El Plantío,096,3359.38
2018,9,Moncloa-Aravaca,7,Aravaca,097,3782.06
2018,10,Latina,1,Los Cármenes,101,2021.75
2018,10,Latina,2,Puerta del Angel,102,2323.04
2018,10,Latina,3,Lucero,103,2099.75
2018,10,Latina,4,Aluche,104,2055.34
2018,10,Latina,5,Campamento,105,1951.44
2018,10,Latina,6,Cuatro Vientos,106,2834.24
2018,10,Latina,7,Águilas,107,1948.7
2018,11,Carabanchel,1,Comillas,111,2307.17
2018,11,Carabanchel,2,Opañel,112,2052.6
2018,11,Carabanchel,3,San Isidro,113,2116.27
2018,11,Carabanchel,4,Vista Alegre,114,1865.71
2018,11,Carabanchel,5,Puerta Bonita,115,1743.88
2018,11,Carabanchel,6,Buenavista,116,2058.58
2018,11,Carabanchel,7,Abrantes,117,1774.53
2018,12,Usera,1,Orcasitas,121,1613.76
2018,12,Usera,2,Orcasur,122,1589.99
2018,12,Usera,3,San Fermín,123,1652.42
2018,12,Usera,4,Almendrales,124,1879.19
2018,12,Usera,5,Moscardó,125,1850.22
2018,12,Usera,6,Zofío,126,1667.48
2018,12,Usera,7,Pradolongo,127,1644.78
2018,13,Puente de Vallecas,1,Entrevías,131,1386.87
2018,13,Puente de Vallecas,2,San Diego,132,1652.3
2018,13,Puente de Vallecas,3,Palomeras Bajas,133,1761.74
2018,13,Puente de Vallecas,4,Palomeras Sureste,134,1592.74
2018,13,Puente de Vallecas,5,Portazgo,135,1560.24
2018,13,Puente de Vallecas,6,Numancia,136,1756.26
2018,14,Moratalaz,1,Pavones,141,2148.76
2018,14,Moratalaz,2,Horcajo,142,3199.22
2018,14,Moratalaz,3,Marroquina,143,2641.81
2018,14,Moratalaz,4,Media Legua,144,2228.93
2018,14,Moratalaz,5,Fontarrón,145,2072.53
2018,14,Moratalaz,6,Vinateros,146,2177.14
2018,15,Ciudad Lineal,1,Ventas,151,2411.23
2018,15,Ciudad Lineal,2,Pueblo Nuevo,152,2261.21
2018,15,Ciudad Lineal,3,Quintana,153,2683.15
2018,15,Ciudad Lineal,4,La Concepción,154,3546.02
2018,15,Ciudad Lineal,5,San Pascual,155,3787.03
2018,15,Ciudad Lineal,6,San Juan Bautista,156,3777.39
2018,15,Ciudad Lineal,7,Colina,157,4002.1
2018,15,Ciudad Lineal,8,Atalaya,158,4566.83
2018,15,Ciudad Lineal,9,Costillares,159,3798.47
2018,16,Hortaleza,1,Palomas,161,3943.41
2018,16,Hortaleza,2,Piovera,162,4611.77
2018,16,Hortaleza,3,Canillas,163,3137.68
2018,16,Hortaleza,4,Pinar del Rey,164,2720.43
2018,16,Hortaleza,5,Apóstol Santiago,165,2521.96
2018,16,Hortaleza,6,Valdefuentes,166,3465.62
2018,17,Villaverde,1,"Villaverde Alto, Casco Histórico de Villaverde",171,1524.24
2018,17,Villaverde,2,San Cristóbal,172,1102.64
2018,17,Villaverde,3,Butarque,173,1777.41
2018,17,Villaverde,4,Los Rosales,174,1545.55
2018,17,Villaverde,5,Ángeles,175,1485.56
2018,18,Villa de Vallecas,1,Casco Histórico de Vallecas,181,1751.25
2018,18,Villa de Vallecas,2,Santa Eugenia,182,1952.06
2018,18,Villa de Vallecas,3,Ensanche de Vallecas,183,2308.51
2018,19,Vicalvaro,1,Casco Histórico de Vicálvaro,191,1836.28
2018,19,Vicalvaro,2,Valdebernardo,192,2149.39
2018,19,Vicalvaro,3,Valderrivas,193,2539.71
2018,19,Vicalvaro,4,El Cañaveral,194,1422.61
2018,20,San Blas-Canillejas,1,Simancas,201,2400.68
2018,20,San Blas-Canillejas,2,Hellín,202,1471.98
2018,20,San Blas-Canillejas,3,Amposta,203,1445.71
2018,20,San Blas-Canillejas,4,Arcos,204,1868.45
2018,20,San Blas-Canillejas,5,Rosas,205,3134.44
2018,20,San Blas-Canillejas,6,Rejas,206,2688.39
2018,20,San Blas-Canillejas,7,Canillejas,207,2034.3
2018,20,San Blas-Canillejas,8,El Salvador,208,3131.89
2018,21,Barajas,1,Alameda de Osuna,211,3219.36
2018,21,Barajas,2,Aeropuerto,212,NA
2018,21,Barajas,3,Casco Histórico de Barajas,213,2795.69
2018,21,Barajas,4,Timón,214,3594.92
2018,21,Barajas,5,Corralejos,215,3564.9
2019,1,Centro,1,Palacio,011,5075.34
2019,1,Centro,2,Embajadores,012,4481.49
2019,1,Centro,3,Cortes,013,5494.3
2019,1,Centro,4,Justicia,014,5950.71
2019,1,Centro,5,Universidad,015,5998.24
2019,1,Centro,6,Sol,016,5293.1
2019,2,Arganzuela,1,Imperial,021,3791.71
2019,2,Arganzuela,2,Acacias,022,4646.78
2019,2,Arganzuela,3,Chopera,023,3643.17
2019,2,Arganzuela,4,Legazpi,024,4608.48
2019,2,Arganzuela,5,Delicias,025,3845.47
2019,2,Arganzuela,6,Palos de la Frontera,026,3862.74
2019,2,Arganzuela,7,Atocha,027,NA
2019,3,Retiro,1,Pacífico,031,4269.03
2019,3,Retiro,2,Adelfas,032,4540.71
2019,3,Retiro,3,Estrella,033,4076.81
2019,3,Retiro,4,Ibiza,034,5469.24
2019,3,Retiro,5,Los Jerónimos,035,6715.19
2019,3,Retiro,6,Niño Jesús,036,5524.82
2019,4,Salamanca,1,Recoletos,041,8553.75
2019,4,Salamanca,2,Goya,042,5895.89
2019,4,Salamanca,3,Fuente del Berro,043,4797.72
2019,4,Salamanca,4,Guindalera,044,4573.78
2019,4,Salamanca,5,Lista,045,6030.55
2019,4,Salamanca,6,Castellana,046,7975.95
2019,5,Chamartin,1,El Viso,051,6413.03
2019,5,Chamartin,2,Prosperidad,052,4406.3
2019,5,Chamartin,3,Ciudad Jardín,053,4400.14
2019,5,Chamartin,4,Hispanoamérica,054,5469.64
2019,5,Chamartin,5,Nueva España,055,6325.86
2019,5,Chamartin,6,Castilla,056,4042.11
