anio,distrito_num,distrito_nombre,barrio_num,barrio_nombre,codigo_barrio,poblacion_total_barrio,pob_25_39_barrio,pct_pob_25_39
2022,11,Carabanchel,7,Abrantes,117,31018,5925,0.19101811851183184
2022,12,Usera,1,Orcasitas,121,23073,3549,0.1538161487452867
2022,12,Usera,2,Orcasur,122,14293,2945,0.20604491709228293
2022,12,Usera,3,San Fermín,123,23530,4332,0.18410539736506587
2022,12,Usera,4,Almendrales,124,22555,4936,0.21884282864109952
2022,12,Usera,5,Moscardó,125,26215,5746,0.21918748807934388
2022,12,Usera,6,Zofío,126,14047,2929,0.2085142735103581
2022,12,Usera,7,Pradolongo,127,17501,4084,0.2333580938232101
2022,13,Puente de Vallecas,1,Entrevías,131,34797,6972,0.20036210018105008
2022,13,Puente de Vallecas,2,San Diego,132,43053,10612,0.2464868882540125
2022,13,Puente de Vallecas,3,Palomeras Bajas,133,40019,7725,0.19303330917814038
2022,13,Puente de Vallecas,4,Palomeras Sureste,134,42637,8644,0.20273471398081477
2022,13,Puente de Vallecas,5,Portazgo,135,28361,5699,0.2009449596276577
2022,13,Puente de Vallecas,6,Numancia,136,47459,10667,0.22476242651551867
2022,14,Moratalaz,1,Pavones,141,8763,1408,0.16067556772794706
2022,14,Moratalaz,2,Horcajo,142,6364,920,0.14456316781898176
2022,14,Moratalaz,3,Marroquina,143,26377,4234,0.16051863365811123
2022,14,Moratalaz,4,Media Legua,144,17409,3057,0.17559882819231432
2022,14,Moratalaz,5,Fontarrón,145,17097,3282,0.19196350236883664
2022,14,Moratalaz,6,Vinateros,146,16649,2884,0.1732236170340561
2022,15,Ciudad Lineal,1,Ventas,151,47975,10327,0.2152579468473163
2022,15,Ciudad Lineal,2,Pueblo Nuevo,152,62154,12872,0.2070984972809473
2022,15,Ciudad Lineal,3,Quintana,153,24277,5528,0.22770523540799933
2022,15,Ciudad Lineal,4,La Concepción,154,20512,4061,0.19798166926677066
2022,15,Ciudad Lineal,5,San Pascual,155,17594,2999,0.17045583721723315
2022,15,Ciudad Lineal,6,San Juan Bautista,156,12310,2049,0.16645004061738425
2022,15,Ciudad Lineal,7,Colina,157,6363,1086,0.17067421027817067
2022,15,Ciudad Lineal,8,Atalaya,158,1606,231,0.14383561643835616
2022,15,Ciudad Lineal,9,Costillares,159,21817,3365,0.15423752119906495
2022,16,Hortaleza,1,Palomas,161,6942,915,0.13180639585133966
2022,16,Hortaleza,2,Piovera,162,14963,2225,0.14870012697988372
2022,16,Hortaleza,3,Canillas,163,39812,6820,0.17130513413041293
2022,16,Hortaleza,4,Pinar del Rey,164,52031,9518,0.18292940746862446
2022,16,Hortaleza,5,Apóstol Santiago,165,15435,2705,0.1752510528020732
2022,16,Hortaleza,6,Valdefuentes,166,64589,11378,0.176160027249222
2022,17,Villaverde,1,"Villaverde Alto, Casco Histórico de Villaverde",171,46332,9448,0.2039195372528706
2022,17,Villaverde,2,San Cristóbal,172,16675,3943,0.23646176911544228
2022,17,Villaverde,3,Butarque,173,20841,3896,0.18693920637205508
2022,17,Villaverde,4,Los Rosales,174,37441,6881,0.18378248444218903
2022,17,Villaverde,5,Ángeles,175,33015,6634,0.20093896713615023
2022,18,Villa de Vallecas,1,Casco Histórico de Vallecas,181,39659,7786,0.19632365919463426
2022,18,Villa de Vallecas,2,Santa Eugenia,182,24190,4530,0.18726746589499793
2022,18,Villa de Vallecas,3,Ensanche de Vallecas,183,51250,12267,0.23935609756097562
2022,19,Vicalvaro,1,Casco Histórico de Vicálvaro,191,35180,6735,0.19144400227401934
2022,19,Vicalvaro,2,Valdebernardo,192,17449,2754,0.15783139434924637
2022,19,Vicalvaro,3,Valderrivas,193,17904,1814,0.10131814119749777
2022,19,Vicalvaro,4,El Cañaveral,194,8900,3394,0.38134831460674157
2022,20,San Blas-Canillejas,1,Simancas,201,28228,5926,0.20993339946152756
2022,20,San Blas-Canillejas,2,Hellín,202,9332,1958,0.20981568795542221
2022,20,San Blas-Canillejas,3,Amposta,203,8764,1893,0.21599726152441806
2022,20,San Blas-Canillejas,4,Arcos,204,25022,4293,0.17156901926304852
2022,20,San Blas-Canillejas,5,Rosas,205,30963,4036,0.1303491263766431
2022,20,San Blas-Canillejas,6,Rejas,206,17008,3390,0.19931796801505175
2022,20,San Blas-Canillejas,7,Canillejas,207,28651,5566,0.1942689609437716
2022,20,San Blas-Canillejas,8,El Salvador,208,11315,1886,0.16668139637649138
2022,21,Barajas,1,Alameda de Osuna,211,19694,2595,0.13176602010764699
2022,21,Barajas,2,Aeropuerto,212,1902,398,0.2092534174553102
2022,21,Barajas,3,Casco Histórico de Barajas,213,7393,1737,0.2349519816042202
2022,21,Barajas,4,Timón,214,13605,2710,0.199191473722896
2022,21,Barajas,5,Corralejos,215,7622,861,0.11296247704014695
2023,1,Centro,1,Palacio,011,23642,6426,0.27180441587006177
2023,1,Centro,2,Embajadores,012,46478,15309,0.32938164292783684
2023,1,Centro,3,Cortes,013,10863,3381,0.31123998895332783
2023,1,Centro,4,Justicia,014,18322,5625,0.307007968562384
2023,1,Centro,5,Universidad,015,32943,10826,0.3286282366511854
2023,1,Centro,6,Sol,016,7424,2310,0.31115301724137934
2023,2,Arganzuela,1,Imperial,021,22458,4417,0.1966782438329326
2023,2,Arganzuela,2,Acacias,022,36207,7651,0.21131272958267738
2023,2,Arganzuela,3,Chopera,023,19864,4868,0.2450664518727346
2023,2,Arganzuela,4,Legazpi,024,19515,3895,0.19959005892902895
2023,2,Arganzuela,5,Delicias,025,28700,6512,0.22689895470383276
2023,2,Arganzuela,6,Palos de la Frontera,026,25205,6571,0.26070224161872646
2023,2,Arganzuela,7,Atocha,027,1950,439,0.22512820512820514
2023,3,Retiro,1,Pacífico,031,33141,6982,0.21067559820162338
2023,3,Retiro,2,Adelfas,032,18899,3809,0.2015450552939309
2023,3,Retiro,3,Estrella,033,22719,3563,0.15682908578722654
2023,3,Retiro,4,Ibiza,034,21571,4367,0.20244773074961755
2023,3,Retiro,5,Los Jerónimos,035,6164,1125,0.1825113562621674
2023,3,Retiro,6,Niño Jesús,036,14495,2262,0.15605381165919283
2023,4,Salamanca,1,Recoletos,041,15509,3248,0.20942678444774002
2023,4,Salamanca,2,Goya,042,29622,7198,0.24299507123084194
2023,4,Salamanca,3,Fuente del Berro,043,21001,4818,0.2294176467787248
2023,4,Salamanca,4,Guindalera,044,42147,9560,0.22682515956058558
2023,4,Salamanca,5,Lista,045,21048,5127,0.2435860889395667
2023,4,Salamanca,6,Castellana,046,16997,3892,0.22898158498558568
2023,5,Chamartin,1,El Viso,051,17331,3550,0.20483526628584617
2023,5,Chamartin,2,Prosperidad,052,36160,8249,0.228125
2023,5,Chamartin,3,Ciudad Jardín,053,18573,4172,0.224627146933721
2023,5,Chamartin,4,Hispanoamérica,054,31573,5827,0.1845564247933361
2023,5,Chamartin,5,Nueva España,055,24541,4744,0.19330915610610813
2023,5,Chamartin,6,Castilla,056,17111,3873,0.2263456256209456
2023,6,Tetuan,1,Bellas Vistas,061,29527,7982,0.2703288515595895
2023,6,Tetuan,2,Cuatro Caminos,062,34882,9083,0.26039217934751446
2023,6,Tetuan,3,Castillejos,063,20663,5502,0.2662730484440788
2023,6,Tetuan,4,Almenara,064,23184,5730,0.24715320910973085
2023,6,Tetuan,5,Valdeacederas,065,26691,7303,0.27361282829418154
2023,6,Tetuan,6,Berruguete,066,25798,7031,0.27254050701604776
2023,7,Chamberi,1,Gaztambide,071,23050,5727,0.24845986984815618
2023,7,Chamberi,2,Arapiles,072,24280,6241,0.25704283360790775
2023,7,Chamberi,3,Trafalgar,073,24731,6760,0.27334115078241883
2023,7,Chamberi,4,Almagro,074,19485,4394,0.22550680010264307
2023,7,Chamberi,5,Ríos Rosas,075,27278,6854,0.25126475548060706
2023,7,Chamberi,6,Vallehermoso,076,19955,4036,0.2022550739163117
2023,8,Fuencarral-El Pardo,1,El Pardo,081,3442,652,0.189424753050552
2023,8,Fuencarral-El Pardo,2,Fuentelarreina,082,3414,450,0.13181019332161686
2023,8,Fuencarral-El Pardo,3,Peñagrande,083,44453,7591,0.17076462780914675
2023,8,Fuencarral-El Pardo,4,Pilar,084,45022,9146,0.20314512904802096
2023,8,Fuencarral-El Pardo,5,La Paz,085,32308,5157,0.15961990838182494
2023,8,Fuencarral-El Pardo,6,Valverde,086,64976,11779,0.18128231962570795
2023,8,Fuencarral-El Pardo,7,Mirasierra,087,35753,5566,0.15567924369982938
2023,8,Fuencarral-El Pardo,8,El Goloso,088,19060,2464,0.1292759706190976
2023,9,Moncloa-Aravaca,1,Casa de Campo,091,12808,2376,0.18550905683947533
2023,9,Moncloa-Aravaca,2,Argüelles,092,24614,5616,0.22816283415942146
2023,9,Moncloa-Aravaca,3,Ciudad Universitaria,093,16415,3063,0.18659762412427658
2023,9,Moncloa-Aravaca,4,Valdezarza,094,30587,6059,0.19809069212410502
2023,9,Moncloa-Aravaca,5,Valdemarín,095,7189,1012,0.14077062178328
2023,9,Moncloa-Aravaca,6,El Plantío,096,3058,429,0.14028776978417265
2023,9,Moncloa-Aravaca,7,Aravaca,097,27569,4291,0.15564583408901303
2023,10,Latina,1,Los Cármenes,101,17160,3566,0.2078088578088578
2023,10,Latina,2,Puerta del Angel,102,43451,10633,0.24471243469655474
2023,10,Latina,3,Lucero,103,36918,7508,0.2033696299907904
2023,10,Latina,4,Aluche,104,66833,12213,0.18273906603025453
2023,10,Latina,5,Campamento,105,19830,4183,0.21094301563287948
2023,10,Latina,6,Cuatro Vientos,106,6122,1124,0.18360013067624958
2023,10,Latina,7,Águilas,107,51516,8510,0.16519139684758133
2023,11,Carabanchel,1,Comillas,111,22808,5288,0.23184847421957208
2023,11,Carabanchel,2,Opañel,112,34058,7861,0.23081214398966468
2023,11,Carabanchel,3,San Isidro,113,40539,9195,0.2268186191075261
2023,11,Carabanchel,4,Vista Alegre,114,47983,10313,0.21493028781026613
2023,11,Carabanchel,5,Puerta Bonita,115,36932,8027,0.21734539153038016
2023,11,Carabanchel,6,Buenavista,116,49286,8349,0.1693990179767074
2023,11,Carabanchel,7,Abrantes,117,31803,6217,0.19548470270100304
2023,12,Usera,1,Orcasitas,121,23172,3629,0.1566114275850164
2023,12,Usera,2,Orcasur,122,14447,3027,0.20952446874783692
2023,12,Usera,3,San Fermín,123,23689,4477,0.1889906707754654
2023,12,Usera,4,Almendrales,124,22960,5159,0.22469512195121952
2023,12,Usera,5,Moscardó,125,26704,6118,0.22910425404433793
2023,12,Usera,6,Zofío,126,14442,3086,0.21368231546877164
2023,12,Usera,7,Pradolongo,127,17943,4270,0.2379758122944881
2023,13,Puente de Vallecas,1,Entrevías,131,35558,7265,0.20431407840710952
2023,13,Puente de Vallecas,2,San Diego,132,45289,11528,0.2545430457727042
2023,13,Puente de Vallecas,3,Palomeras Bajas,133,40643,8175,0.20114164800826712
2023,13,Puente de Vallecas,4,Palomeras Sureste,134,43303,8960,0.20691407061866382
2023,13,Puente de Vallecas,5,Portazgo,135,28830,5832,0.20228928199791885
2023,13,Puente de Vallecas,6,Numancia,136,48901,11396,0.23304226907425207
2023,14,Moratalaz,1,Pavones,141,8324,1306,0.1568957232099952
2023,14,Moratalaz,2,Horcajo,142,6358,965,0.15177728845548916
2023,14,Moratalaz,3,Marroquina,143,26213,4276,0.1631251669019189
2023,14,Moratalaz,4,Media Legua,144,17401,3181,0.18280558588586862
2023,14,Moratalaz,5,Fontarrón,145,17368,3378,0.1944956241363427
2023,14,Moratalaz,6,Vinateros,146,16936,3002,0.17725555030703827
2023,15,Ciudad Lineal,1,Ventas,151,50412,11774,0.23355550265809727
2023,15,Ciudad Lineal,2,Pueblo Nuevo,152,63109,13437,0.21291733350235306
2023,15,Ciudad Lineal,3,Quintana,153,25583,6205,0.24254387679318298
2023,15,Ciudad Lineal,4,La Concepción,154,21017,4427,0.21063900651853262
2023,15,Ciudad Lineal,5,San Pascual,155,18391,3422,0.18606927301397422
2023,15,Ciudad Lineal,6,San Juan Bautista,156,12481,2106,0.1687364794487621
2023,15,Ciudad Lineal,7,Colina,157,6595,1192,0.18074298711144807
2023,15,Ciudad Lineal,8,Atalaya,158,1625,249,0.15323076923076923
2023,15,Ciudad Lineal,9,Costillares,159,21986,3503,0.1593286636950787
2023,16,Hortaleza,1,Palomas,161,6942,904,0.13022183808700663
2023,16,Hortaleza,2,Piovera,162,15090,2334,0.15467196819085488
2023,16,Hortaleza,3,Canillas,163,39918,6838,0.17130116739315596
2023,16,Hortaleza,4,Pinar del Rey,164,52250,9833,0.1881913875598086
2023,16,Hortaleza,5,Apóstol Santiago,165,15499,2790,0.1800116136524937
2023,16,Hortaleza,6,Valdefuentes,166,69188,12048,0.1741342429323004
2023,17,Villaverde,1,"Villaverde Alto, Casco Histórico de Villaverde",171,48092,10050,0.20897446560758545
2023,17,Villaverde,2,San Cristóbal,172,17367,4207,0.2422410318419992
2023,17,Villaverde,3,Butarque,173,21362,3972,0.18593764628780077
2023,17,Villaverde,4,Los Rosales,174,37942,7092,0.1869168731221338
2023,17,Villaverde,5,Ángeles,175,34900,7570,0.2169054441260745
2023,18,Villa de Vallecas,1,Casco Histórico de Vallecas,181,40604,8212,0.2022460841296424
2023,18,Villa de Vallecas,2,Santa Eugenia,182,23954,4401,0.1837271436920765
2023,18,Villa de Vallecas,3,Ensanche de Vallecas,183,53299,12471,0.23398187583256722
2023,19,Vicalvaro,1,Casco Histórico de Vicálvaro,191,38485,8082,0.2100038976224503
2023,19,Vicalvaro,2,Valdebernardo,192,17544,2923,0.166609667122663
2023,19,Vicalvaro,3,Valderrivas,193,17808,1872,0.10512129380053908
2023,19,Vicalvaro,4,El Cañaveral,194,10000,3756,0.3756
2023,20,San Blas-Canillejas,1,Simancas,201,28084,6076,0.21635094715852443
2023,20,San Blas-Canillejas,2,Hellín,202,9605,2118,0.22051015096304008
2023,20,San Blas-Canillejas,3,Amposta,203,9176,2115,0.2304925893635571
2023,20,San Blas-Canillejas,4,Arcos,204,25423,4476,0.17606104708334971
2023,20,San Blas-Canillejas,5,Rosas,205,30836,4074,0.13211830328187832
2023,20,San Blas-Canillejas,6,Rejas,206,17459,3544,0.2029898619623117
2023,20,San Blas-Canillejas,7,Canillejas,207,29188,5839,0.2000479649170892
2023,20,San Blas-Canillejas,8,El Salvador,208,11244,1913,0.17013518320882248
2023,21,Barajas,1,Alameda de Osuna,211,19749,2546,0.1289179198946782
2023,21,Barajas,2,Aeropuerto,212,1909,408,0.21372446306967
2023,21,Barajas,3,Casco Histórico de Barajas,213,7411,1753,0.2365402779651869
2023,21,Barajas,4,Timón,214,12087,2186,0.18085546454868867
2023,21,Barajas,5,Corralejos,215,7645,884,0.1156311314584696
