anio,distrito_num,distrito_nombre,barrio_num,barrio_nombre,codigo_barrio,total_hogares,hog_mujer_sola_16_64,hog_hombre_solo_16_64,hog_dos_adultos_sin_menores,hog_dos_adultos_1_menor,hog_dos_adultos_2_menores,hog_dos_adultos_3mas_menores,hog_mujer_adulta_con_menores,hog_hombre_adulto_con_menores
2024,5,Chamartin,4,Hispanoamérica,054,12953,1260,1139,1348,633,615,211,214,48
2024,5,Chamartin,5,Nueva España,055,9677,1123,977,935,403,502,244,158,53
2024,5,Chamartin,6,Castilla,056,7047,685,700,847,289,289,166,97,39
2024,6,Tetuan,1,Bellas Vistas,061,12795,1655,1666,1890,507,342,73,183,33
2024,6,Tetuan,2,Cuatro Caminos,062,15984,2201,2054,2177,607,522,124,222,53
2024,6,Tetuan,3,Castillejos,063,10007,1477,1386,1488,364,264,64,121,29
2024,6,Tetuan,4,Almenara,064,9946,1161,1269,1508,404,298,85,186,33
2024,6,Tetuan,5,Valdeacederas,065,11714,1579,1665,2042,569,304,61,224,41
2024,6,Tetuan,6,Berruguete,066,11255,1524,1491,1846,474,326,61,205,37
2024,7,Chamberi,1,Gaztambide,071,11128,1675,1413,1445,382,331,84,109,29
2024,7,Chamberi,2,Arapiles,072,11909,1745,1514,1718,464,362,80,162,36
2024,7,Chamberi,3,Trafalgar,073,12577,2234,1966,1933,456,360,82,186,54
2024,7,Chamberi,4,Almagro,074,8584,1176,1072,1056,305,261,90,121,44
2024,7,Chamberi,5,Ríos Rosas,075,12871,1896,1574,1739,496,474,129,182,43
2024,7,Chamberi,6,Vallehermoso,076,8797,1047,911,937,310,363,116,105,31
2024,8,Fuencarral-El Pardo,1,El Pardo,081,1369,92,114,137,71,67,14,27,10
2024,8,Fuencarral-El Pardo,2,Fuentelarreina,082,1201,66,50,61,33,57,69,18,9
2024,8,Fuencarral-El Pardo,3,Peñagrande,083,17769,1155,1138,1712,841,887,226,363,101
2024,8,Fuencarral-El Pardo,4,Pilar,084,20231,1767,1615,2607,947,685,120,317,53
2024,8,Fuencarral-El Pardo,5,La Paz,085,12759,523,533,852,482,622,152,151,49
2024,8,Fuencarral-El Pardo,6,Valverde,086,24496,1994,2375,3129,2020,2388,635,813,246
2024,8,Fuencarral-El Pardo,7,Mirasierra,087,11910,649,673,949,724,1140,665,319,108
2024,8,Fuencarral-El Pardo,8,El Goloso,088,6217,507,569,620,691,965,346,343,117
2024,9,Moncloa-Aravaca,1,Casa de Campo,091,5752,554,623,751,272,216,24,96,17
2024,9,Moncloa-Aravaca,2,Argüelles,092,11181,1435,1491,1615,397,349,91,142,38
2024,9,Moncloa-Aravaca,3,Ciudad Universitaria,093,6503,545,616,657,253,310,97,98,30
2024,9,Moncloa-Aravaca,4,Valdezarza,094,13216,1097,1135,1587,708,613,106,284,47
2024,9,Moncloa-Aravaca,5,Valdemarín,095,2218,152,203,178,115,183,124,69,29
2024,9,Moncloa-Aravaca,6,El Plantío,096,1001,48,57,69,43,85,42,21,9
2024,9,Moncloa-Aravaca,7,Aravaca,097,9330,572,587,785,515,576,303,232,63
2024,10,Latina,1,Los Cármenes,101,7018,540,680,990,331,225,67,142,19
2024,10,Latina,2,Puerta del Angel,102,19256,2210,2341,2999,768,428,103,302,46
2024,10,Latina,3,Lucero,103,14890,1182,1314,1693,652,490,96,253,38
2024,10,Latina,4,Aluche,104,27765,1818,1859,2730,1231,864,155,448,52
2024,10,Latina,5,Campamento,105,7763,539,598,833,345,259,76,123,20
2024,10,Latina,6,Cuatro Vientos,106,2448,311,341,339,242,239,33,96,24
2024,10,Latina,7,Águilas,107,21455,1371,1523,2305,996,777,127,356,57
2024,11,Carabanchel,1,Comillas,111,10045,1017,1050,1372,467,262,54,173,20
2024,11,Carabanchel,2,Opañel,112,14016,1393,1342,1879,600,362,89,231,37
2024,11,Carabanchel,3,San Isidro,113,16223,1557,1563,2154,814,459,122,318,28
2024,11,Carabanchel,4,Vista Alegre,114,18468,1393,1348,2075,802,485,108,284,42
2024,11,Carabanchel,5,Puerta Bonita,115,13465,970,1118,1565,697,429,135,305,32
2024,11,Carabanchel,6,Buenavista,116,18677,1524,1821,2306,1420,1383,199,533,109
2024,11,Carabanchel,7,Abrantes,117,11653,825,793,1256,575,468,106,233,37
2024,12,Usera,1,Orcasitas,121,8642,508,550,893,563,449,75,169,32
2024,12,Usera,2,Orcasur,122,5006,349,453,624,253,194,58,101,16
2024,12,Usera,3,San Fermín,123,8618,564,715,1101,462,328,102,223,31
2024,12,Usera,4,Almendrales,124,8485,677,773,1052,466,350,76,184,34
2024,12,Usera,5,Moscardó,125,10413,838,947,1311,526,259,62,214,22
2024,12,Usera,6,Zofío,126,5331,361,393,672,217,151,40,110,10
2024,12,Usera,7,Pradolongo,127,6416,427,530,753,291,172,51,147,7
2024,13,Puente de Vallecas,1,Entrevías,131,13157,855,1042,1457,613,441,170,313,35
2024,13,Puente de Vallecas,2,San Diego,132,17988,1740,2060,2672,930,553,221,550,57
2024,13,Puente de Vallecas,3,Palomeras Bajas,133,15759,1246,1229,1960,676,506,124,319,36
2024,13,Puente de Vallecas,4,Palomeras Sureste,134,16908,1183,1413,2247,886,686,125,372,54
2024,13,Puente de Vallecas,5,Portazgo,135,11263,864,880,1328,530,381,104,261,35
2024,13,Puente de Vallecas,6,Numancia,136,19494,1825,1980,2578,825,502,149,405,45
2024,14,Moratalaz,1,Pavones,141,3360,170,212,371,153,112,20,56,15
2024,14,Moratalaz,2,Horcajo,142,2234,162,139,263,109,103,34,54,11
2024,14,Moratalaz,3,Marroquina,143,11011,704,635,1082,452,359,69,157,31
2024,14,Moratalaz,4,Media Legua,144,7324,544,498,758,281,222,63,140,19
2024,14,Moratalaz,5,Fontarrón,145,7188,509,589,834,346,235,52,143,21
2024,14,Moratalaz,6,Vinateros,146,7418,630,563,859,334,242,25,139,24
2024,15,Ciudad Lineal,1,Ventas,151,21624,2025,2112,2968,934,584,74,302,54
2024,15,Ciudad Lineal,2,Pueblo Nuevo,152,25500,2037,2141,3256,1161,733,131,376,81
2024,15,Ciudad Lineal,3,Quintana,153,11234,1244,1118,1676,543,296,46,161,34
2024,15,Ciudad Lineal,4,La Concepción,154,9848,1070,1044,1291,496,310,54,176,43
2024,15,Ciudad Lineal,5,San Pascual,155,8228,784,704,1029,392,344,61,120,25
2024,15,Ciudad Lineal,6,San Juan Bautista,156,5302,456,488,607,289,318,83,112,28
2024,15,Ciudad Lineal,7,Colina,157,2875,324,281,353,151,152,31,76,18
2024,15,Ciudad Lineal,8,Atalaya,158,633,61,63,67,32,37,15,15,5
2024,15,Ciudad Lineal,9,Costillares,159,8372,574,532,756,358,409,211,146,48
2024,16,Hortaleza,1,Palomas,161,2380,105,147,173,156,195,63,60,19
2024,16,Hortaleza,2,Piovera,162,5272,344,371,523,295,400,136,107,35
2024,16,Hortaleza,3,Canillas,163,16576,1223,1219,1778,804,715,132,295,51
2024,16,Hortaleza,4,Pinar del Rey,164,22134,1720,1700,2530,1092,798,153,461,61
2024,16,Hortaleza,5,Apóstol Santiago,165,6053,379,473,685,260,231,65,106,31
2024,16,Hortaleza,6,Valdefuentes,166,25458,2035,2564,3259,2893,3558,899,997,331
2024,17,Villaverde,1,"Villaverde Alto, Casco Histórico de Villaverde",171,17552,1159,1458,2104,909,659,251,377,54
2024,17,Villaverde,2,San Cristóbal,172,5549,300,460,566,207,193,166,122,16
2024,17,Villaverde,3,Butarque,173,7875,598,704,1129,793,706,113,291,46
2024,17,Villaverde,4,Los Rosales,174,13861,831,961,1587,664,466,135,239,30
2024,17,Villaverde,5,Ángeles,175,14065,943,995,1640,731,485,85,271,33
2024,18,Villa de Vallecas,1,Casco Histórico de Vallecas,181,15672,1160,1412,2022,917,666,231,408,47
2024,18,Villa de Vallecas,2,Santa Eugenia,182,9274,461,500,933,465,413,66,136,30
2024,18,Villa de Vallecas,3,Ensanche de Vallecas,183,22232,2862,3221,3924,2577,2410,361,966,199
2024,19,Vicalvaro,1,Casco Histórico de Vicálvaro,191,14078,992,1160,1693,771,583,174,313,40
2024,19,Vicalvaro,2,Valdebernardo,192,6241,383,366,794,250,196,49,89,19
2024,19,Vicalvaro,3,Valderrivas,193,6413,483,548,840,672,679,70,216,49
2024,19,Vicalvaro,4,El Cañaveral,194,6705,628,994,1602,1073,734,105,190,59
2024,20,San Blas-Canillejas,1,Simancas,201,11739,1058,1292,1730,736,447,84,276,46
2024,20,San Blas-Canillejas,2,Hellín,202,3816,243,316,427,206,146,22,82,8
2024,20,San Blas-Canillejas,3,Amposta,203,3631,295,342,412,179,109,40,93,6
2024,20,San Blas-Canillejas,4,Arcos,204,9633,596,808,1190,583,443,95,208,36
2024,20,San Blas-Canillejas,5,Rosas,205,11296,685,704,1303,636,642,85,209,50
2024,20,San Blas-Canillejas,6,Rejas,206,7362,789,994,1146,598,532,83,228,58
2024,20,San Blas-Canillejas,7,Canillejas,207,11546,796,878,1348,541,394,90,223,28
2024,20,San Blas-Canillejas,8,El Salvador,208,4487,320,306,466,217,214,35,69,26
2024,21,Barajas,1,Alameda de Osuna,211,7639,392,418,649,443,537,116,162,50
2024,21,Barajas,2,Aeropuerto,212,718,49,65,90,47,32,13,14,4
2024,21,Barajas,3,Casco Histórico de Barajas,213,3334,404,385,546,187,69,21,63,12
2024,21,Barajas,4,Timón,214,4697,465,432,659,399,408,58,163,36
2024,21,Barajas,5,Corralejos,215,2753,223,254,320,217,282,53,89,36
2025,1,Centro,1,Palacio,011,12343,2118,2315,2249,362,186,34,144,47
2025,1,Centro,2,Embajadores,012,24611,4731,5298,4674,745,393,82,291,52
2025,1,Centro,3,Cortes,013,5954,1167,1204,1160,155,71,13,65,15
2025,1,Centro,4,Justicia,014,9788,1889,2216,1806,246,141,29,111,13
2025,1,Centro,5,Universidad,015,18161,3599,4043,3445,478,257,42,170,50
2025,1,Centro,6,Sol,016,4302,790,941,835,100,47,10,41,14
2025,2,Arganzuela,1,Imperial,021,10507,1130,1177,1621,499,427,50,133,36
2025,2,Arganzuela,2,Acacias,022,16219,1826,1543,2171,733,547,86,243,58
2025,2,Arganzuela,3,Chopera,023,9181,1113,948,1529,446,307,49,135,23
2025,2,Arganzuela,4,Legazpi,024,8166,945,956,1407,598,571,96,188,47
2025,2,Arganzuela,5,Delicias,025,12736,1533,1450,2094,674,649,96,222,54
2025,2,Arganzuela,6,Palos de la Frontera,026,12452,1746,1862,2074,500,277,52,160,29
2025,2,Arganzuela,7,Atocha,027,867,80,89,185,83,54,16,17,5
2025,3,Retiro,1,Pacífico,031,15529,1747,1451,2116,657,524,88,242,62
2025,3,Retiro,2,Adelfas,032,8217,861,779,1254,469,366,81,144,36
2025,3,Retiro,3,Estrella,033,8988,529,507,714,351,455,149,110,30
2025,3,Retiro,4,Ibiza,034,9904,1199,1024,1252,429,396,94,168,44
2025,3,Retiro,5,Los Jerónimos,035,2845,219,316,319,96,109,38,38,13
2025,3,Retiro,6,Niño Jesús,036,5881,395,401,482,254,294,111,95,22
2025,4,Salamanca,1,Recoletos,041,7180,1233,1016,878,195,153,73,106,30
2025,4,Salamanca,2,Goya,042,14239,2168,1623,2056,483,417,100,192,49
2025,4,Salamanca,3,Fuente del Berro,043,9841,1340,1030,1378,454,356,71,140,27
2025,4,Salamanca,4,Guindalera,044,19175,2416,2078,2695,779,764,194,244,57
2025,4,Salamanca,5,Lista,045,9989,1553,1175,1384,302,248,123,128,28
2025,4,Salamanca,6,Castellana,046,7831,1318,1117,978,177,172,68,84,20
2025,5,Chamartin,1,El Viso,051,6542,694,637,675,232,249,138,94,39
2025,5,Chamartin,2,Prosperidad,052,17045,2066,1758,2334,753,624,126,243,67
2025,5,Chamartin,3,Ciudad Jardín,053,8644,1138,975,1190,404,364,72,136,29
2025,5,Chamartin,4,Hispanoamérica,054,13095,1311,1177,1329,609,629,214,207,56
2025,5,Chamartin,5,Nueva España,055,9753,1097,1013,972,406,471,238,163,47
2025,5,Chamartin,6,Castilla,056,7166,687,716,914,306,306,161,95,42
2025,6,Tetuan,1,Bellas Vistas,061,13025,1702,1720,1974,490,347,73,182,35
2025,6,Tetuan,2,Cuatro Caminos,062,16199,2263,2095,2243,594,523,131,227,56
2025,6,Tetuan,3,Castillejos,063,10128,1474,1387,1505,386,276,66,118,36
2025,6,Tetuan,4,Almenara,064,10095,1155,1250,1620,407,281,84,182,30
2025,6,Tetuan,5,Valdeacederas,065,12149,1639,1772,2158,553,277,65,242,45
2025,6,Tetuan,6,Berruguete,066,11428,1567,1481,1862,515,327,59,204,32
2025,7,Chamberi,1,Gaztambide,071,11350,1705,1461,1490,386,319,82,114,33
2025,7,Chamberi,2,Arapiles,072,12126,1820,1556,1765,478,347,73,165,39
2025,7,Chamberi,3,Trafalgar,073,12721,2292,1958,1995,467,351,79,175,47
2025,7,Chamberi,4,Almagro,074,8623,1169,1092,1104,290,265,92,109,40
2025,7,Chamberi,5,Ríos Rosas,075,13142,1995,1658,1774,510,474,137,174,48
2025,7,Chamberi,6,Vallehermoso,076,8913,1068,916,989,301,364,119,114,32
2025,8,Fuencarral-El Pardo,1,El Pardo,081,1367,90,114,142,75,72,17,24,10
2025,8,Fuencarral-El Pardo,2,Fuentelarreina,082,1210,63,45,69,31,70,68,17,6
2025,8,Fuencarral-El Pardo,3,Peñagrande,083,17993,1180,1163,1728,862,878,228,359,109
2025,8,Fuencarral-El Pardo,4,Pilar,084,20405,1743,1639,2714,944,676,108,315,53
2025,8,Fuencarral-El Pardo,5,La Paz,085,12805,529,528,851,483,626,145,145,60
2025,8,Fuencarral-El Pardo,6,Valverde,086,24947,2016,2427,3233,2019,2249,599,786,224
2025,8,Fuencarral-El Pardo,7,Mirasierra,087,12147,616,660,952,728,1177,674,295,106
2025,8,Fuencarral-El Pardo,8,El Goloso,088,6306,513,558,655,697,889,326,325,101
2025,9,Moncloa-Aravaca,1,Casa de Campo,091,5848,594,636,763,267,227,23,101,19
2025,9,Moncloa-Aravaca,2,Argüelles,092,11258,1433,1428,1690,390,334,95,142,46
2025,9,Moncloa-Aravaca,3,Ciudad Universitaria,093,6596,583,619,660,269,308,99,92,33
2025,9,Moncloa-Aravaca,4,Valdezarza,094,13330,1105,1128,1646,722,596,87,274,46
2025,9,Moncloa-Aravaca,5,Valdemarín,095,2272,160,197,182,112,190,132,69,24
2025,9,Moncloa-Aravaca,6,El Plantío,096,1006,50,59,78,39,78,35,16,10
2025,9,Moncloa-Aravaca,7,Aravaca,097,9429,555,599,795,465,574,288,219,64
2025,10,Latina,1,Los Cármenes,101,7087,561,651,990,342,217,67,139,20
2025,10,Latina,2,Puerta del Angel,102,19478,2249,2326,3117,787,439,91,281,46
2025,10,Latina,3,Lucero,103,15087,1185,1358,1756,631,472,81,255,37
2025,10,Latina,4,Aluche,104,28016,1862,1914,2811,1220,834,156,433,60
2025,10,Latina,5,Campamento,105,7877,548,626,828,328,247,73,118,17
2025,10,Latina,6,Cuatro Vientos,106,2509,302,338,360,231,226,32,90,21
2025,10,Latina,7,Águilas,107,21540,1365,1504,2398,970,759,115,331,50
2025,11,Carabanchel,1,Comillas,111,10173,1042,1104,1412,434,264,51,181,24
2025,11,Carabanchel,2,Opañel,112,14291,1428,1407,1919,601,354,80,226,33
2025,11,Carabanchel,3,San Isidro,113,16516,1561,1615,2250,774,445,129,323,33
2025,11,Carabanchel,4,Vista Alegre,114,18743,1424,1368,2084,782,467,110,282,46
2025,11,Carabanchel,5,Puerta Bonita,115,13701,1026,1116,1619,650,415,124,305,34
2025,11,Carabanchel,6,Buenavista,116,19139,1590,1843,2418,1381,1238,200,505,96
2025,11,Carabanchel,7,Abrantes,117,11795,776,801,1289,571,423,110,211,48
2025,12,Usera,1,Orcasitas,121,8710,521,542,919,527,414,79,165,33
2025,12,Usera,2,Orcasur,122,5100,386,435,648,261,184,68,101,12
2025,12,Usera,3,San Fermín,123,8700,562,722,1088,472,283,100,227,29
2025,12,Usera,4,Almendrales,124,8752,688,816,1130,452,342,80,171,27
2025,12,Usera,5,Moscardó,125,10802,862,992,1406,491,264,65,195,23
2025,12,Usera,6,Zofío,126,5424,379,415,668,222,151,52,92,12
2025,12,Usera,7,Pradolongo,127,6591,438,543,780,291,166,49,149,13
2025,13,Puente de Vallecas,1,Entrevías,131,13349,855,1067,1474,589,435,167,329,44
2025,13,Puente de Vallecas,2,San Diego,132,18408,1757,2114,2711,895,546,232,556,52
2025,13,Puente de Vallecas,3,Palomeras Bajas,133,15982,1215,1235,1997,655,492,117,318,34
2025,13,Puente de Vallecas,4,Palomeras Sureste,134,17098,1166,1425,2236,875,639,116,372,50
2025,13,Puente de Vallecas,5,Portazgo,135,11428,849,891,1364,540,379,102,242,33
2025,13,Puente de Vallecas,6,Numancia,136,19772,1792,2044,2605,783,496,155,380,39
2025,14,Moratalaz,1,Pavones,141,3379,179,209,398,135,117,19,50,11
2025,14,Moratalaz,2,Horcajo,142,2258,163,146,270,110,98,29,44,8
2025,14,Moratalaz,3,Marroquina,143,11067,686,656,1073,447,356,73,137,32
2025,14,Moratalaz,4,Media Legua,144,7367,543,511,741,291,212,69,125,24
2025,14,Moratalaz,5,Fontarrón,145,7267,515,587,845,358,239,41,147,21
2025,14,Moratalaz,6,Vinateros,146,7485,659,604,868,342,233,25,123,21
2025,15,Ciudad Lineal,1,Ventas,151,21941,2062,2129,3000,962,549,80,300,48
2025,15,Ciudad Lineal,2,Pueblo Nuevo,152,25972,2125,2162,3292,1197,714,115,382,86
2025,15,Ciudad Lineal,3,Quintana,153,11487,1281,1167,1752,540,298,45,153,31
2025,15,Ciudad Lineal,4,La Concepción,154,10029,1066,1059,1402,507,323,50,164,42
2025,15,Ciudad Lineal,5,San Pascual,155,8318,755,748,1044,406,311,65,123,35
2025,15,Ciudad Lineal,6,San Juan Bautista,156,5389,459,470,627,309,322,87,113,31
2025,15,Ciudad Lineal,7,Colina,157,2935,322,304,366,156,152,33,74,18
2025,15,Ciudad Lineal,8,Atalaya,158,658,66,69,65,33,39,16,13,4
2025,15,Ciudad Lineal,9,Costillares,159,8473,585,572,754,362,391,210,140,42
2025,16,Hortaleza,1,Palomas,161,2407,104,144,168,156,190,67,61,17
2025,16,Hortaleza,2,Piovera,162,5347,330,361,531,304,383,144,109,31
2025,16,Hortaleza,3,Canillas,163,16792,1288,1242,1781,789,732,130,292,58
2025,16,Hortaleza,4,Pinar del Rey,164,22435,1753,1737,2638,1155,763,147,443,61
2025,16,Hortaleza,5,Apóstol Santiago,165,6126,378,483,701,268,220,69,108,24
2025,16,Hortaleza,6,Valdefuentes,166,26380,2075,2621,3315,2994,3537,873,962,327
2025,17,Villaverde,1,"Villaverde Alto, Casco Histórico de Villaverde",171,17930,1222,1467,2131,882,637,252,373,48
2025,17,Villaverde,2,San Cristóbal,172,5680,292,458,551,223,178,185,117,10
2025,17,Villaverde,3,Butarque,173,8137,604,729,1174,790,637,96,286,43
2025,17,Villaverde,4,Los Rosales,174,14044,862,974,1584,629,439,123,222,32
2025,17,Villaverde,5,Ángeles,175,14371,969,1033,1718,751,495,102,270,42
2025,18,Villa de Vallecas,1,Casco Histórico de Vallecas,181,16130,1173,1427,2068,900,681,242,436,51
2025,18,Villa de Vallecas,2,Santa Eugenia,182,9330,442,534,943,456,405,64,129,29
2025,18,Villa de Vallecas,3,Ensanche de Vallecas,183,23141,2964,3216,4106,2569,2341,359,958,211
2025,19,Vicalvaro,1,Casco Histórico de Vicálvaro,191,14425,1019,1224,1790,750,520,167,316,39
2025,19,Vicalvaro,2,Valdebernardo,192,6250,373,354,806,235,176,45,76,20
2025,19,Vicalvaro,3,Valderrivas,193,6441,473,536,850,618,593,55,199,44
2025,19,Vicalvaro,4,El Cañaveral,194,8140,730,1108,1796,1337,939,156,226,77
2025,20,San Blas-Canillejas,1,Simancas,201,11965,1089,1305,1747,716,435,72,260,49
2025,20,San Blas-Canillejas,2,Hellín,202,3855,231,314,431,210,138,25,69,12
2025,20,San Blas-Canillejas,3,Amposta,203,3691,291,352,411,167,103,41,90,7
2025,20,San Blas-Canillejas,4,Arcos,204,9704,606,791,1198,593,422,85,196,36
2025,20,San Blas-Canillejas,5,Rosas,205,11416,715,724,1327,621,585,70,208,47
2025,20,San Blas-Canillejas,6,Rejas,206,7573,798,1084,1141,587,488,85,204,56
2025,20,San Blas-Canillejas,7,Canillejas,207,11720,780,895,1369,552,378,75,216,34
2025,20,San Blas-Canillejas,8,El Salvador,208,4529,316,307,477,213,213,36,64,26
2025,21,Barajas,1,Alameda de Osuna,211,7729,396,426,640,453,535,108,161,47
2025,21,Barajas,2,Aeropuerto,212,720,45,71,88,46,38,13,15,5
2025,21,Barajas,3,Casco Histórico de Barajas,213,3592,445,411,610,204,80,28,54,8
2025,21,Barajas,4,Timón,214,4795,486,462,653,391,381,57,162,36
2025,21,Barajas,5,Corralejos,215,2789,228,265,347,204,257,47,80,28
